cur_ost_ind,loan_condition,dti_group,income_group,home_ownership,purpose,term,interest_payments,annual_inc,tot_loan_amount,avg_interest_rate,tot_upb,gco_units,avg_dti,tot_units
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,major_purchase,36 months,High,41206.73684210526,161825,16.02578947368421,105811.64,19,16.832105263157896,19
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,major_purchase,36 months,Low,40770.818181818184,150600,9.747727272727273,89886.89,22,14.83090909090909,22
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,major_purchase,60 months,High,41280.22222222222,97025,17.34777777777778,77482.47,9,15.08,9
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,major_purchase,60 months,Low,40000,6500,11.12,5459.53,1,12.78,1
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,medical,36 months,High,41035.71428571428,82475,19.797142857142855,54160.12,14,15.545,14
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,medical,36 months,Low,38840,15950,10.118,12925.61,5,14.216000000000001,5
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,medical,60 months,High,42775.57142857143,96500,18.772857142857145,80538.97,7,15.68142857142857,7
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,medical,60 months,Low,47000,24000,10.65,19502.67,1,14.94,1
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,moving,36 months,High,39500,6450,15.29,5041.98,2,15.9,2
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,moving,36 months,Low,38774.666666666664,23200,10.663333333333334,16270.09,3,17.18,3
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,other,36 months,High,40343.40697674418,615450,17.648837209302325,435783.26,86,14.961744186046511,86
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,other,36 months,Low,40184.857142857145,196100,10.760714285714286,134676.64,28,16.015,28
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,other,60 months,High,41610,577050,19.618837209302324,508265.61,43,14.993953488372092,43
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,other,60 months,Low,41982.4,52400,11.001999999999999,46985.86,5,16.774,5
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,renewable_energy,36 months,High,47500,11300,18.49,7347.99,1,15.23,1
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,renewable_energy,36 months,Low,32133.333333333332,10300,10.913333333333334,7578.1,3,15.316666666666666,3
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,renewable_energy,60 months,High,50000,18225,24.7,16122.51,1,18.82,1
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,renewable_energy,60 months,Low,40500,14200,11.985,10133.96,2,10.434999999999999,2
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,small_business,36 months,High,42114.5,321925,18.67875,237876.33,32,15.61,32
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,small_business,36 months,Low,39582.10526315789,196875,10.589473684210526,129540.87,19,13.776842105263158,19
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,small_business,60 months,High,42015.357142857145,233525,17.36,184991.75,14,15.478571428571428,14
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,small_business,60 months,Low,43500,108525,11.11,67380.05,6,12.92,6
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,vacation,36 months,High,31666.666666666668,11425,15.943333333333333,10424.960000000001,3,15.776666666666666,3
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,vacation,36 months,Low,49500,8800,10.285,7055.85,2,14.52,2
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,wedding,36 months,High,41820,82600,17.7675,51551.88,8,15.57625,8
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,wedding,36 months,Low,42165,27800,10.751666666666667,13595.48,6,16.34166666666667,6
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,wedding,60 months,High,48000,16000,15.33,11020.2,1,17.25,1
No,Bad Loan,"(10,20]","(25k,50k]",mortgage,wedding,60 months,Low,38230,19050,11.895,12508.31,2,13.51,2
No,Bad Loan,"(10,20]","(25k,50k]",other,car,36 months,Low,37800,10000,12.53,9537.33,1,10.38,1
No,Bad Loan,"(10,20]","(25k,50k]",other,credit_card,36 months,High,39672,37375,16.29,19478.6,3,17.400000000000002,3
No,Bad Loan,"(10,20]","(25k,50k]",other,debt_consolidation,36 months,High,41500,14200,14.855,7648.110000000001,2,15.98,2
No,Bad Loan,"(10,20]","(25k,50k]",other,debt_consolidation,36 months,Low,36200,30175,11.226666666666667,17358.04,3,16.61,3
No,Bad Loan,"(10,20]","(25k,50k]",other,debt_consolidation,60 months,High,32000,16000,16.49,7405.280000000001,1,17.93,1
No,Bad Loan,"(10,20]","(25k,50k]",other,house,36 months,High,50000,3500,20.11,1424.4299999999998,1,15.65,1
No,Bad Loan,"(10,20]","(25k,50k]",other,moving,36 months,High,27568,3500,14.42,368.9499999999998,1,14.67,1
No,Bad Loan,"(10,20]","(25k,50k]",other,other,36 months,High,40000,9600,15.68,9186.38,1,14.1,1
No,Bad Loan,"(10,20]","(25k,50k]",other,other,36 months,Low,30000,5000,12.84,4172.11,1,13.8,1
No,Bad Loan,"(10,20]","(25k,50k]",own,car,36 months,High,44000,29600,20.24,22474.29,2,10.915,2
No,Bad Loan,"(10,20]","(25k,50k]",own,car,36 months,Low,40570.4,23400,10.790000000000001,15255.8,5,12.324,5
No,Bad Loan,"(10,20]","(25k,50k]",own,car,60 months,High,41250,29575,19.1775,21480.41,4,15.1425,4
No,Bad Loan,"(10,20]","(25k,50k]",own,car,60 months,Low,43800,5000,11.49,865.1199999999999,1,19.62,1
No,Bad Loan,"(10,20]","(25k,50k]",own,credit_card,36 months,High,38417.596153846156,517475,16.100576923076922,334964.65,52,15.730384615384615,52
No,Bad Loan,"(10,20]","(25k,50k]",own,credit_card,36 months,Low,37483.556962025315,744575,10.778481012658228,484907.64,79,15.61481012658228,79
No,Bad Loan,"(10,20]","(25k,50k]",own,credit_card,60 months,High,41774.05263157895,527325,18.228947368421053,439672.26,38,15.240526315789474,38
No,Bad Loan,"(10,20]","(25k,50k]",own,credit_card,60 months,Low,36265.6,70225,12.176,62966.03,5,15.113999999999999,5
No,Bad Loan,"(10,20]","(25k,50k]",own,debt_consolidation,36 months,High,38259.11881188119,2064100,16.483465346534654,1434555.95,202,15.430643564356435,202
No,Bad Loan,"(10,20]","(25k,50k]",own,debt_consolidation,36 months,Low,37631.47222222222,1093325,10.957037037037036,696212.18,108,15.851296296296296,108
No,Bad Loan,"(10,20]","(25k,50k]",own,debt_consolidation,60 months,High,41173.27272727273,1823350,19.104297520661156,1525587.48,121,15.843140495867768,121
No,Bad Loan,"(10,20]","(25k,50k]",own,debt_consolidation,60 months,Low,40740.666666666664,72125,10.75,40092.86,6,14.906666666666666,6
No,Bad Loan,"(10,20]","(25k,50k]",own,home_improvement,36 months,High,35982.03703703704,209425,16.387777777777778,161499.85,27,15.380740740740741,27
No,Bad Loan,"(10,20]","(25k,50k]",own,home_improvement,36 months,Low,41400,77000,10.379,53491.07,10,16.237000000000002,10
No,Bad Loan,"(10,20]","(25k,50k]",own,home_improvement,60 months,High,42563.705882352944,263800,19.22235294117647,213460.7,17,15.715882352941176,17
No,Bad Loan,"(10,20]","(25k,50k]",own,home_improvement,60 months,Low,39000,57175,11.7075,29367.34,4,14.8675,4
No,Bad Loan,"(10,20]","(25k,50k]",own,house,36 months,High,37000,34575,19.6675,28508.76,4,17.7575,4
No,Bad Loan,"(10,20]","(25k,50k]",own,house,36 months,Low,35000,3500,6.03,2959.95,1,17.83,1
No,Bad Loan,"(10,20]","(25k,50k]",own,house,60 months,High,39266.666666666664,47625,22.186666666666667,42430.97,3,14.333333333333332,3
No,Bad Loan,"(10,20]","(25k,50k]",own,major_purchase,36 months,High,39336.8125,156125,17.14125,115531.43,16,16.0125,16
No,Bad Loan,"(10,20]","(25k,50k]",own,major_purchase,36 months,Low,32200,24425,10.15,19347.41,3,14.24,3
No,Bad Loan,"(10,20]","(25k,50k]",own,major_purchase,60 months,High,43666.666666666664,32525,17.490000000000002,23840.19,3,14.47,3
No,Bad Loan,"(10,20]","(25k,50k]",own,medical,36 months,High,42042.4,25450,19.706,18767.11,5,13.812000000000001,5
No,Bad Loan,"(10,20]","(25k,50k]",own,medical,36 months,Low,40750,20275,10.275,11810.800000000001,4,13.5375,4
No,Bad Loan,"(10,20]","(25k,50k]",own,medical,60 months,High,45000,16000,22.9,12513.76,1,18.29,1
No,Bad Loan,"(10,20]","(25k,50k]",own,moving,36 months,High,40600,21850,19.496666666666666,14291.82,3,15.01,3
No,Bad Loan,"(10,20]","(25k,50k]",own,moving,36 months,Low,40800,2875,11.99,818.46,1,16.06,1
No,Bad Loan,"(10,20]","(25k,50k]",own,other,36 months,High,38748.642857142855,182125,18.208214285714284,134499.06,28,15.57857142857143,28
No,Bad Loan,"(10,20]","(25k,50k]",own,other,36 months,Low,38495,63100,9.92153846153846,46147.62,13,15.392307692307693,13
No,Bad Loan,"(10,20]","(25k,50k]",own,other,60 months,High,37800,125075,20.218,111146.44,10,14.832,10
No,Bad Loan,"(10,20]","(25k,50k]",own,other,60 months,Low,35398.666666666664,21250,12.566666666666666,15479.62,3,15.93,3
No,Bad Loan,"(10,20]","(25k,50k]",own,renewable_energy,36 months,Low,46300,21000,9.835,6586.1,2,14.625,2
No,Bad Loan,"(10,20]","(25k,50k]",own,small_business,36 months,High,39900,95850,18.782999999999998,76069.17,10,14.674,10
No,Bad Loan,"(10,20]","(25k,50k]",own,small_business,36 months,Low,41717.5,48350,9.407499999999999,31981.47,4,16.875,4
No,Bad Loan,"(10,20]","(25k,50k]",own,small_business,60 months,High,43683.333333333336,74425,18.7,66830,6,16.386666666666667,6
No,Bad Loan,"(10,20]","(25k,50k]",own,small_business,60 months,Low,42500,22750,9.15,14754.1,2,12.225,2
No,Bad Loan,"(10,20]","(25k,50k]",own,vacation,36 months,High,39000,8500,21.02,7629.92,3,14.75,3
No,Bad Loan,"(10,20]","(25k,50k]",own,vacation,36 months,Low,48000,2400,12.69,89.94999999999982,1,15.28,1
No,Bad Loan,"(10,20]","(25k,50k]",own,vacation,60 months,High,43000,16000,23.4,12124.86,1,19.23,1
No,Bad Loan,"(10,20]","(25k,50k]",own,wedding,36 months,High,34000,6800,16.27,4289.22,2,13.84,2
No,Bad Loan,"(10,20]","(25k,50k]",own,wedding,36 months,Low,34000,11000,13.11,5424.54,1,11.68,1
No,Bad Loan,"(10,20]","(25k,50k]",rent,car,36 months,High,36249.38461538462,178975,16.85576923076923,126064.71,26,15.030384615384616,26
No,Bad Loan,"(10,20]","(25k,50k]",rent,car,36 months,Low,38722.454545454544,170775,10.903181818181817,111915.62,22,14.887727272727274,22
No,Bad Loan,"(10,20]","(25k,50k]",rent,car,60 months,High,39035.555555555555,226925,21.232222222222223,197229.22,18,15.680555555555555,18
No,Bad Loan,"(10,20]","(25k,50k]",rent,car,60 months,Low,30000,11825,12.114999999999998,10220.970000000001,2,15.045,2
No,Bad Loan,"(10,20]","(25k,50k]",rent,credit_card,36 months,High,38461.946341463416,3990675,16.261634146341464,2594963.29,410,15.281024390243902,410
No,Bad Loan,"(10,20]","(25k,50k]",rent,credit_card,36 months,Low,39010.217142857146,3355375,11.054257142857143,2138125.7,350,15.6226,350
No,Bad Loan,"(10,20]","(25k,50k]",rent,credit_card,60 months,High,41731.8375,2325900,17.90175,2010425.47,160,15.7479375,160
No,Bad Loan,"(10,20]","(25k,50k]",rent,credit_card,60 months,Low,41480.333333333336,344750,11.586666666666666,287533.15,24,16.961666666666666,24
No,Bad Loan,"(10,20]","(25k,50k]",rent,debt_consolidation,36 months,High,38724.27685123416,14033625,16.484369579719814,9600799.58,1499,15.429312875250167,1499
No,Bad Loan,"(10,20]","(25k,50k]",rent,debt_consolidation,36 months,Low,39436.68680641184,7730050,11.113625154130704,4963625.39,811,15.449457459926018,811
No,Bad Loan,"(10,20]","(25k,50k]",rent,debt_consolidation,60 months,High,41982.68843537415,10664850,19.140068027210884,8944489.15,735,15.70760544217687,735
No,Bad Loan,"(10,20]","(25k,50k]",rent,debt_consolidation,60 months,Low,40377.403846153844,782625,11.519423076923077,587179.8,52,15.175,52
No,Bad Loan,"(10,20]","(25k,50k]",rent,educational,36 months,High,35333.333333333336,39400,14.228333333333333,26838.64,6,14.541666666666668,6
No,Bad Loan,"(10,20]","(25k,50k]",rent,educational,36 months,Low,27264,18325,12.224,10308.3,5,14.344,5
No,Bad Loan,"(10,20]","(25k,50k]",rent,educational,60 months,High,44400,10000,15.58,2332.84,1,10.62,1
No,Bad Loan,"(10,20]","(25k,50k]",rent,educational,60 months,Low,45000,8400,13.23,7681.35,1,10.67,1
No,Bad Loan,"(10,20]","(25k,50k]",rent,home_improvement,36 months,High,41381.42857142857,289225,16.90607142857143,206021.16,28,15.463928571428571,28
No,Bad Loan,"(10,20]","(25k,50k]",rent,home_improvement,36 months,Low,40955.608695652176,186700,11.740434782608695,115420.43,23,16.479565217391304,23
No,Bad Loan,"(10,20]","(25k,50k]",rent,home_improvement,60 months,High,42664.642857142855,208200,20.835,186706.16,14,16.98857142857143,14
No,Bad Loan,"(10,20]","(25k,50k]",rent,home_improvement,60 months,Low,39280,55750,10.47,47917.2,4,14.4175,4
No,Bad Loan,"(10,20]","(25k,50k]",rent,house,36 months,High,37197.26666666667,132625,18.760666666666665,98788.86,15,14.01,15
No,Bad Loan,"(10,20]","(25k,50k]",rent,house,36 months,Low,34871.4,35675,12.494,27179.39,5,13.088000000000001,5
No,Bad Loan,"(10,20]","(25k,50k]",rent,house,60 months,High,40966.583333333336,203350,17.916666666666668,148582.16,12,16.139166666666668,12
No,Bad Loan,"(10,20]","(25k,50k]",rent,house,60 months,Low,42000,12325,11.49,12325,1,17.03,1
No,Bad Loan,"(10,20]","(25k,50k]",rent,major_purchase,36 months,High,37005.882352941175,371400,18.20235294117647,263302.09,51,15.145686274509805,51
No,Bad Loan,"(10,20]","(25k,50k]",rent,major_purchase,36 months,Low,40690.30434782609,184625,11.059565217391304,130041.67,23,15.49304347826087,23
No,Bad Loan,"(10,20]","(25k,50k]",rent,major_purchase,60 months,High,39535.166666666664,266025,18.629166666666666,204457.71,24,14.553333333333333,24
No,Bad Loan,"(10,20]","(25k,50k]",rent,major_purchase,60 months,Low,40493.142857142855,71650,12.127142857142857,59466.149999999994,7,14.021428571428572,7
No,Bad Loan,"(10,20]","(25k,50k]",rent,medical,36 months,High,40829.2,198200,17.983999999999998,143487.53,35,15.421142857142858,35
No,Bad Loan,"(10,20]","(25k,50k]",rent,medical,36 months,Low,37015.53846153846,57850,11.32076923076923,35253.08,13,13.026153846153846,13
No,Bad Loan,"(10,20]","(25k,50k]",rent,medical,60 months,High,40959.181818181816,117400,20.85909090909091,100211.7,11,15.376363636363637,11
No,Bad Loan,"(10,20]","(25k,50k]",rent,medical,60 months,Low,48000,18000,11.71,8490.3,1,18.27,1
No,Bad Loan,"(10,20]","(25k,50k]",rent,moving,36 months,High,38878.12765957447,289650,18.07191489361702,230398.96,47,14.985106382978723,47
No,Bad Loan,"(10,20]","(25k,50k]",rent,moving,36 months,Low,35678.692307692305,63300,9.593846153846155,41108.54,13,15.384615384615385,13
No,Bad Loan,"(10,20]","(25k,50k]",rent,moving,60 months,High,41151.27272727273,134850,20.30181818181818,117905.78,11,16.775454545454544,11
No,Bad Loan,"(10,20]","(25k,50k]",rent,moving,60 months,Low,30500,3500,13.06,1308.13,1,15.74,1
No,Bad Loan,"(10,20]","(25k,50k]",rent,other,36 months,High,38900.07983193277,1675825,17.636470588235294,1236196.06,238,15.354453781512605,238
No,Bad Loan,"(10,20]","(25k,50k]",rent,other,36 months,Low,40378.16129032258,403700,10.866129032258064,282892.23,62,15.869193548387097,62
No,Bad Loan,"(10,20]","(25k,50k]",rent,other,60 months,High,41024.5,812125,19.922027027027028,686929,74,15.136891891891892,74
No,Bad Loan,"(10,20]","(25k,50k]",rent,other,60 months,Low,39453.09090909091,65200,11.584545454545454,51565.88,11,14.883636363636363,11
No,Bad Loan,"(10,20]","(25k,50k]",rent,renewable_energy,36 months,High,41280,55475,17.778,46377.54,5,18.03,5
No,Bad Loan,"(10,20]","(25k,50k]",rent,renewable_energy,36 months,Low,37599,24600,9.3875,13409.68,4,13.4875,4
No,Bad Loan,"(10,20]","(25k,50k]",rent,renewable_energy,60 months,High,35776,12000,24.4,10607.61,1,12.98,1
No,Bad Loan,"(10,20]","(25k,50k]",rent,small_business,36 months,High,38216.84375,625925,17.70609375,439289,64,15.27453125,64
No,Bad Loan,"(10,20]","(25k,50k]",rent,small_business,36 months,Low,37179.846153846156,270975,10.823846153846153,191599.42,26,15.398076923076923,26
No,Bad Loan,"(10,20]","(25k,50k]",rent,small_business,60 months,High,41125.454545454544,440825,19.547575757575757,348105.88,33,15.768181818181818,33
No,Bad Loan,"(10,20]","(25k,50k]",rent,small_business,60 months,Low,39184,21250,11.013333333333334,9411.61,3,16.95,3
No,Bad Loan,"(10,20]","(25k,50k]",rent,vacation,36 months,High,37100,106825,17.9475,84279.12000000001,20,15.6695,20
No,Bad Loan,"(10,20]","(25k,50k]",rent,vacation,36 months,Low,35493.882352941175,75600,10.25,51668.98,17,14.957058823529412,17
No,Bad Loan,"(10,20]","(25k,50k]",rent,vacation,60 months,High,42285.2,59300,19.39,51745.72,5,14.996,5
No,Bad Loan,"(10,20]","(25k,50k]",rent,vacation,60 months,Low,27000,1800,11.49,1616.8600000000001,1,16.44,1
No,Bad Loan,"(10,20]","(25k,50k]",rent,wedding,36 months,High,39963.25,154525,16.9575,94790.03,16,15.285,16
No,Bad Loan,"(10,20]","(25k,50k]",rent,wedding,36 months,Low,36415.5,33725,10.093333333333334,15841.050000000001,6,15.238333333333333,6
No,Bad Loan,"(10,20]","(25k,50k]",rent,wedding,60 months,High,39855.5,35975,18.384999999999998,20961.94,4,13.725,4
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,car,36 months,High,59666.666666666664,62900,17.531666666666666,49210.159999999996,6,13.646666666666667,6
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,car,36 months,Low,65899.2,54500,10.016,36971.77,5,14.88,5
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,car,60 months,High,63280,41900,15.946,27573.989999999998,5,12.278,5
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,car,60 months,Low,58680,35950,10.25,23597.08,5,12.23,5
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,credit_card,36 months,High,63896.17105263158,2220100,15.83375,1402825.11,152,15.653092105263157,152
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,credit_card,36 months,Low,63232.59566787004,3682175,10.50985559566787,2272342.59,277,15.451949458483755,277
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,credit_card,60 months,High,63465.732142857145,4610475,17.49129464285714,3797789.4899999998,224,15.643482142857144,224
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,credit_card,60 months,Low,63056.5625,983325,11.039375,844093.93,48,15.241458333333334,48
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,debt_consolidation,36 months,High,63135.10028248587,9831350,16.27789548022599,6643563.32,708,15.534406779661017,708
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,debt_consolidation,36 months,Low,63206.54512635379,7237125,10.786317689530685,4669536.78,554,15.58913357400722,554
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,debt_consolidation,60 months,High,63249.01773049645,22537950,18.694778368794324,18789649.78,1128,15.677012411347517,1128
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,debt_consolidation,60 months,Low,63306.372881355936,2152150,11.732372881355932,1684321.6300000001,118,15.664915254237288,118
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,educational,36 months,High,60000,6500,16.07,1321.0699999999997,1,16.28,1
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,educational,36 months,Low,68004,4000,11.89,801.69,1,19.76,1
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,educational,60 months,High,70000,14000,15.95,10370.7,1,12.1,1
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,home_improvement,36 months,High,62894.49572649573,1353025,16.25059829059829,955800.96,117,15.15042735042735,117
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,home_improvement,36 months,Low,63414.0775862069,1165350,10.563879310344827,739015.89,116,15.397672413793103,116
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,home_improvement,60 months,High,64250.86991869919,2425525,19.331056910569107,2079790.08,123,14.790162601626017,123
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,home_improvement,60 months,Low,63479.36842105263,343650,11.366315789473685,271986.16,19,15.62,19
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,house,36 months,High,53021.2,47800,17.368,33073.770000000004,5,16.042,5
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,house,36 months,Low,66390,50200,10.106,37438.69,5,13.43,5
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,house,60 months,High,64000,139025,23.045714285714286,123945.59,7,14.604285714285714,7
No,Bad Loan,"(10,20]","(50k,75k]",mortgage,house,60 months,Low,63650,90975,11.79,62954.69,4,15.0875,4
